dim,n_forms,mean_rho,rho_std,top1_eigenvalue,rank_d_concentration,spectral_entropy
1,17198,0.001241486475901672,0.025471032075333043,1.414008855828429,0.056560354233137156,3.211422512002377
2,8026,0.01244684441857893,0.03814482396810299,1.4411756194937657,0.11366109486931514,3.199786062477145
3,4305,0.011586322636822178,0.043776242578165765,1.5078826795880345,0.17181250736510567,3.194425239183211
4,3133,0.014785596501860123,0.04163255950802152,1.5259647475300853,0.21838482535365758,3.1957179417347343
5,2093,0.01839943601236672,0.04982204655914708,1.6543697934405677,0.28119001037025665,3.1858352573069273
6,1812,0.013971981767561559,0.049992094108549844,1.555476050850212,0.3258481427886645,3.1867660841132355
7,1201,0.014905505178363594,0.050827576617485264,1.5768913867546914,0.37414302064239713,3.185473789585228
8,1291,0.016001808146975396,0.053683156258608596,1.6872504312354177,0.42430198901169164,3.1820387821078255
9,923,0.01533189814882703,0.05526827690104917,1.6377543920420732,0.47215699809570133,3.1800792479897413
10,892,0.01205336134176983,0.062162321389552674,1.6762974057994038,0.5241094703806585,3.171255634117067
11,683,0.022243189347613004,0.06316493491088458,1.6712940976193713,0.5756025649219777,3.1666397795308567
12,732,0.010653306068276736,0.06252552820794763,1.7029484307036349,0.6062740680974702,3.171251378805658
13,575,0.008289898524321009,0.0746499253768062,1.8869566067214862,0.6650593613737384,3.1540889604644518
14,597,0.012678035443835804,0.0606814320870668,1.6801247726396566,0.6835357866330376,3.1733677225321504
15,512,0.0047937503324245205,0.06625996420948851,1.711707081313218,0.7235567669255808,3.1665703518014716
16,529,0.00899261668985655,0.06255177924067325,1.687730435532841,0.7532265968652809,3.1712965620378597
17,421,0.009014214713576963,0.07650452125998805,1.9120549489039,0.8071178348152093,3.1496233699557754
18,475,0.000880432247457487,0.06846697031740756,1.7197136055179576,0.8264386065164587,3.1633241762659408
19,350,0.011530228047754523,0.07932265666187575,1.8400587586599733,0.8672748198327564,3.1438385680087544
20,386,0.0024812311273114595,0.07506411823984654,1.8054062892804317,0.8941040209741464,3.1514621911294776
21,306,0.31848027678070945,0.16166548075646672,8.87497131451148,0.9730809127260496,2.4450539401237132
22,347,0.3287286940167819,0.15383554424196355,9.080366415223512,0.9806271705030772,2.439716363354178
23,289,0.34117398772397756,0.16018399513181675,9.45278413354982,0.9881452499737273,2.393705201164687
24,337,0.3166090207858716,0.15441342778665104,8.76042239469361,0.9938908755281467,2.467676021919119
25,245,0.3336803447507162,0.16144356582923766,9.240719375919017,1.0,2.4043174890773233
26,262,0.3329355735199634,0.16164391372743658,9.15154831477011,1.0,2.39919302126449
27,218,0.33571992604780027,0.1743049290746779,9.38805664260455,1.0,2.3675713915151473
28,213,0.3621925120554697,0.15963696554028936,9.94700240399824,1.0,2.3321788659770015
29,177,0.3635009443064635,0.1740028302546267,9.992786313225118,1.0,2.2778842804278048
30,209,0.3339834511902097,0.1676976268038554,9.256954531942927,1.0,2.3773692563456446
31,132,0.37700096255667515,0.17110214413873315,10.383258575657326,1.0,2.2637407982151068
32,173,0.36240874897706304,0.16943445449695183,10.000985060846762,1.0,2.313059039924452
33,167,0.38155143842959516,0.15572054008884645,10.403871298396027,1.0,2.2863852421481474
34,144,0.37866120930099534,0.17689206128069324,10.41858526971879,1.0,2.2345180675036707
35,131,0.37948604922442625,0.16683329776155487,10.35942055672243,1.0,2.267931875535406
36,133,0.3784693828072478,0.16644401947780516,10.345133152704957,1.0,2.265570833107244
37,128,0.42163433516733995,0.1736886532939196,11.450036398933392,1.0,2.1272875841148395
38,118,0.3999234947967161,0.19452022885169812,11.17219140895342,1.0,2.1617400871494294
39,101,0.4335203550019378,0.19401200308542596,11.939281224134088,1.0,2.0612577348732817
40,106,0.4056601804786924,0.19467139791624338,11.206867788977668,1.0,2.1128809027753603
41,101,0.4038288098862112,0.2017996678767249,11.111533131131846,1.0,2.0824290268044168
42,101,0.39896139284656085,0.18372121625327306,10.897639878111292,1.0,2.1402389651984195
43,112,0.41515953499603486,0.17084952695249483,11.24115429539913,1.0,2.133506720906114
44,102,0.4237216699294982,0.17162672061070422,11.428068250871366,1.0,2.0982009791631433
45,92,0.4006563986747288,0.1842081149571054,10.970898565149877,1.0,2.145643438394057
46,75,0.42226989427012623,0.18200869327252675,11.401865620119711,1.0,2.0536249870595924
47,61,0.4361787302308097,0.18189148090418433,11.715463179826777,1.0,2.0121187785822565
48,83,0.44231896293147827,0.15714486711383777,11.782235853682373,1.0,2.0776692767717084
49,58,0.3872926647006718,0.20903532440676226,10.810422283299967,1.0,2.1058836384626263
50,74,0.4042021051719602,0.20118502266571334,11.175202157235283,1.0,2.0891637607129336
51,72,0.4577123088424069,0.18204880561270637,12.364595480989113,1.0,1.989743316699898
52,67,0.46983875288322224,0.1646404236483698,12.486975109234695,1.0,1.9744611929983917
53,65,0.4494666913421298,0.1875636942585576,12.145437281912873,1.0,1.9793617587706804
54,63,0.4550752498670882,0.17263225439312502,12.178954994269546,1.0,1.997353194056549
55,63,0.4790646239744715,0.18281741434893936,12.812740151676689,1.0,1.9158915694814374
56,65,0.4269691684406071,0.17428521787066592,11.587885405713624,1.0,2.101714403267995
57,60,0.4529267853173608,0.15560752668138833,12.030846150180608,1.0,2.0431139647345598
58,53,0.457794929675677,0.17522531933629068,12.295435248309172,1.0,1.9921455755058124
60,65,0.4727850175152772,0.17010369035618314,12.59695596078907,1.0,1.9484652304461647
61,50,0.4698070789899785,0.16307306012986417,12.483782398253027,1.0,1.9675706440412002
62,55,0.4601551995350589,0.18066202728708908,12.364137635513433,1.0,1.9722993922794383
63,52,0.4434127237640318,0.19576339782055124,12.05303096557828,1.0,1.9711852398907632
65,59,0.46623399394678045,0.1553819562125387,12.353921141341669,1.0,1.9994603672756524
