dim,n_forms,mean_rho,rho_std,top1_eigenvalue,rank_d_concentration,spectral_entropy,stratification
43,112,0.41515953499603486,0.17084952695249483,11.24115429539913,1.0,2.133506720906114,primes_25
44,102,0.4237216699294982,0.17162672061070422,11.428068250871366,1.0,2.0982009791631433,primes_25
45,92,0.4006563986747288,0.1842081149571054,10.970898565149877,1.0,2.145643438394057,primes_25
46,75,0.42226989427012623,0.18200869327252675,11.401865620119711,1.0,2.0536249870595924,primes_25
47,61,0.4361787302308097,0.18189148090418433,11.715463179826777,1.0,2.0121187785822565,primes_25
48,83,0.44231896293147827,0.15714486711383777,11.782235853682373,1.0,2.0776692767717084,primes_25
49,58,0.3872926647006718,0.20903532440676226,10.810422283299967,1.0,2.1058836384626263,primes_25
50,74,0.4042021051719602,0.20118502266571334,11.175202157235283,1.0,2.0891637607129336,primes_25
51,72,0.4577123088424069,0.18204880561270637,12.364595480989113,1.0,1.989743316699898,primes_25
52,67,0.46983875288322224,0.1646404236483698,12.486975109234695,1.0,1.9744611929983917,primes_25
53,65,0.4494666913421298,0.1875636942585576,12.145437281912873,1.0,1.9793617587706804,primes_25
54,63,0.4550752498670882,0.17263225439312502,12.178954994269546,1.0,1.997353194056549,primes_25
55,63,0.4790646239744715,0.18281741434893936,12.812740151676689,1.0,1.9158915694814374,primes_25
56,65,0.4269691684406071,0.17428521787066592,11.587885405713624,1.0,2.101714403267995,primes_25
57,60,0.4529267853173608,0.15560752668138833,12.030846150180608,1.0,2.0431139647345598,primes_25
58,53,0.457794929675677,0.17522531933629068,12.295435248309172,1.0,1.9921455755058124,primes_25
60,65,0.4727850175152772,0.17010369035618314,12.59695596078907,1.0,1.9484652304461647,primes_25
61,50,0.4698070789899785,0.16307306012986417,12.483782398253027,1.0,1.9675706440412002,primes_25
62,55,0.4601551995350589,0.18066202728708908,12.364137635513433,1.0,1.9722993922794383,primes_25
63,52,0.4434127237640318,0.19576339782055124,12.05303096557828,1.0,1.9711852398907632,primes_25
65,59,0.46623399394678045,0.1553819562125387,12.353921141341669,1.0,1.9994603672756524,primes_25
