label,dim,level,analytic_conductor,mean_corr,rank_ratio,top1_frac,spectral_entropy,cond_number
123.2.a.d,3,123,0.9821599448617488,0.0023282036712634602,1.0,0.9999999999999998,2.220446049250313e-16,inf
124.2.a.a,1,124,0.9901449850638768,-0.0120603111920272,0.9999999999999997,0.9999999999999997,3.330669073875469e-16,inf
124.2.a.b,1,124,0.9901449850638768,0.001897772357151619,0.9999999999999998,0.9999999999999998,2.220446049250313e-16,inf
125.2.a.a,2,125,0.9981300252660048,-0.0024300980281085384,0.9999999999999998,0.9999999999999997,3.330669073875469e-16,inf
125.2.a.b,2,125,0.9981300252660048,0.0035711419639607436,0.9999999999999998,0.9999999999999997,3.330669073875469e-16,inf
125.2.a.c,4,125,0.9981300252660048,-0.006847897338295743,0.9999999999999998,0.9999999999999997,3.330669073875469e-16,inf
126.2.a.a,1,126,1.0061150654681328,0.0008887986374014863,0.9999999999999997,0.9999999999999997,3.330669073875469e-16,inf
126.2.a.b,1,126,1.0061150654681328,-0.0025520910324740905,0.9999999999999994,0.9999999999999994,5.551115123125782e-16,inf
127.2.a.a,3,127,1.014100105670261,-0.006486306361959623,0.9999999999999998,0.9999999999999996,4.440892098500625e-16,inf
127.2.a.b,7,127,1.014100105670261,-0.0050740611110817145,0.9999999999999997,0.9999999999999996,4.440892098500625e-16,inf
128.2.a.a,1,128,1.022085145872389,-0.00805297745277404,0.9999999999999997,0.9999999999999997,3.330669073875469e-16,inf
128.2.a.b,1,128,1.022085145872389,-0.004358692006278638,0.9999999999999997,0.9999999999999997,3.330669073875469e-16,inf
128.2.a.c,1,128,1.022085145872389,-0.007724197351487432,0.9999999999999997,0.9999999999999997,3.330669073875469e-16,inf
128.2.a.d,1,128,1.022085145872389,-0.007850873811437847,0.9999999999999997,0.9999999999999997,3.330669073875469e-16,inf
129.2.a.a,1,129,1.030070186074517,-0.005591219887445337,0.9999999999999997,0.9999999999999997,3.330669073875469e-16,inf
129.2.a.b,1,129,1.030070186074517,-0.003411758747278353,0.9999999999999997,0.9999999999999997,3.330669073875469e-16,inf
129.2.a.c,2,129,1.030070186074517,-0.0011788102632091738,0.9999999999999999,0.9999999999999997,3.330669073875469e-16,inf
129.2.a.d,3,129,1.030070186074517,-0.0028000354870524814,1.0,0.9999999999999998,2.220446049250313e-16,inf
130.2.a.a,1,130,1.038055226276645,-0.008582910422097694,0.9999999999999999,0.9999999999999999,1.1102230246251564e-16,inf
130.2.a.b,1,130,1.038055226276645,-0.003570469767992795,0.9999999999999997,0.9999999999999997,3.330669073875469e-16,inf
